label,count,mean,std,min,25%,50%,75%,max
case,248730.0,0.763296139935961,0.6687254558703658,-2.2624427008492614,0.31284491670952286,0.7638935867701699,1.2136694845856943,3.784138244072535
control,248707.0,0.25731509401006164,0.6701427400421166,-2.735360439934923,-0.19537234090436334,0.2558815052511214,0.7104948780897915,3.3165222663180898
